<S> <S>+BSTag
"İki	<unk>
gün	gün <n> <3s>
gün	gün <n> <3p>
yanlış!"	yanlış <adj> <Djn_0> <n>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
bazı	bazı <adj> <Djn_0> <n>
bazı	bazı <adj> <Djn_0> <n> <3s>
bazı	bazı <adj> <Djn_0> <n> <3p>
bazı	bazı <det>
bazı	baz <n> <p3s>
bazı	baz <n> <p3s> <3s>
bazı	baz <n> <p3s> <3p>
bazı	baz <n> <acc>
bazı	baz <n> <acc> <3s>
bazı	baz <n> <acc> <3p>
kırıntılar	kırıntı <n> <D_lA> <v> <t_aor> <3p>
kırıntılar	kırıntı <n> <3p>
kırıntılar	kırıntı <n> <pl>
kırıntılar	kırıntı <n> <pl> <3s>
kırıntılar	kırıntı <n> <pl> <3p>
da	<unk>
girmiş	gir <v> <t_narr> <3p>
girmiş	gir <v> <cv_mis>
olmalı,"	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n>
olmalı,"	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n> <3s>
olmalı,"	ol <v> <D_mA> <n> <D_lI> <adj> <Djn_0> <n> <3p>
olmalı,"	ol <v> <D_mA> <n> <D_lI> <n>
olmalı,"	ol <v> <D_mA> <n> <D_lI> <n> <3s>
olmalı,"	ol <v> <D_mA> <n> <D_lI> <n> <3p>
olmalı,"	ol <v> <t_obl> <3s>
olmalı,"	ol <v> <t_obl> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
homurdandı	homurdan <v> <t_past> <3p>
Şapkacı:	şapka <n> <D_CI> <adj> <Djn_0> <n>
Şapkacı:	şapka <n> <D_CI> <adj> <Djn_0> <n> <3s>
Şapkacı:	şapka <n> <D_CI> <adj> <Djn_0> <n> <3p>
Şapkacı:	şapka <n> <D_CI> <n>
Şapkacı:	şapka <n> <D_CI> <n> <3s>
Şapkacı:	şapka <n> <D_CI> <n> <3p>
"ekmek	ekmek <n> <3s>
"ekmek	ekmek <n> <3p>
"ekmek	ek <v> <vn_mak>
"ekmek	ek <v> <vn_mak> <3s>
"ekmek	ek <v> <vn_mak> <3p>
"ekmek	ek <v> <vinf>
"ekmek	ek <v> <cv_mak>
bıçağıyla	bıçak <n> <p3s> <ins> <3s>
bıçağıyla	bıçak <n> <p3s> <ins> <3p>
koymamalıydın."	<unk>
Mart	mart <n> <3s>
Mart	mart <n> <3p>
Tavşanı	tavşan <n> <p3s> <3s>
Tavşanı	tavşan <n> <p3s> <3p>
Tavşanı	tavşan <n> <acc>
Tavşanı	tavşan <n> <acc> <3s>
Tavşanı	tavşan <n> <acc> <3p>
saati	saat <n> <p3s> <3s>
saati	saat <n> <p3s> <3p>
saati	saat <n> <acc>
saati	saat <n> <acc> <3s>
saati	saat <n> <acc> <3p>
aldı	al <adj> <Djn_0> <n> <cpl_di> <3p>
aldı	al <adj> <Djn_0> <n> <3p> <cpl_di>
aldı	al <n> <cpl_di> <3s>
aldı	al <n> <cpl_di> <3p>
aldı	al <n> <3p> <cpl_di>
aldı	al <v> <t_past> <3s>
aldı	al <v> <t_past> <3p>
ve	ve <cnjadv>
kasvetli	kasvet <n> <D_lI> <adj> <Djn_0> <n>
kasvetli	kasvet <n> <D_lI> <adj> <Djn_0> <n> <3s>
kasvetli	kasvet <n> <D_lI> <adj> <Djn_0> <n> <3p>
kasvetli	kasvet <n> <D_lI> <n>
kasvetli	kasvet <n> <D_lI> <n> <3s>
kasvetli	kasvet <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şekilde	şekil <n> <loc> <3s>
şekilde	şekil <n> <loc> <3p>
baktı:	bak <v> <t_past> <3p>
sonra	sonra <adv> <Dan_0> <n>
sonra	sonra <adv> <Dan_0> <n> <3s>
sonra	sonra <adv> <Dan_0> <n> <3p>
sonra	sonra <n>
sonra	sonra <n> <3s>
sonra	sonra <n> <3p>
sonra	sonra <postp>
sonra	sonra <cnjadv>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
çay	çay <n> <3s>
çay	çay <n> <3p>
fincanına	fincan <n> <p2s> <dat> <3s>
fincanına	fincan <n> <p2s> <dat> <3p>
fincanına	fincan <n> <p3s> <dat>
fincanına	fincan <n> <p3s> <dat> <3s>
fincanına	fincan <n> <p3s> <dat> <3p>
daldırdı	dal <v> <caus> <t_past> <3p>
ve	ve <cnjadv>
tekrar	tekrar <adv> <Dan_0> <n>
tekrar	tekrar <adv> <Dan_0> <n> <3s>
tekrar	tekrar <adv> <Dan_0> <n> <3p>
tekrar	tekrar <n>
tekrar	tekrar <n> <3s>
tekrar	tekrar <n> <3p>
baktı:	bak <v> <t_past> <3p>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
ilk	ilk <adj> <Djn_0> <n>
ilk	ilk <adj> <Djn_0> <n> <3s>
ilk	ilk <adj> <Djn_0> <n> <3p>
ilk	ilk <adv>
ilk	ilk <adv> <Dan_0> <n>
ilk	ilk <adv> <Dan_0> <n> <3s>
ilk	ilk <adv> <Dan_0> <n> <3p>
sözünden	söz <n> <p2s> <abl> <3s>
sözünden	söz <n> <p2s> <abl> <3p>
sözünden	söz <n> <p3s> <abl>
sözünden	söz <n> <p3s> <abl> <3s>
sözünden	söz <n> <p3s> <abl> <3p>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
iyi	iyi <adj> <Djn_0> <n>
iyi	iyi <adj> <Djn_0> <n> <3s>
iyi	iyi <adj> <Djn_0> <n> <3p>
iyi	iyi <adv>
iyi	iyi <adv> <Dan_0> <n>
iyi	iyi <adv> <Dan_0> <n> <3s>
iyi	iyi <adv> <Dan_0> <n> <3p>
söyleyecek	söyle <v> <t_fut> <3p>
söyleyecek	söyle <v> <vn_acak>
söyleyecek	söyle <v> <vn_acak> <3s>
söyleyecek	söyle <v> <vn_acak> <3p>
söyleyecek	söyle <v> <part_acak>
söyleyecek	söyle <v> <part_acak> <3s>
söyleyecek	söyle <v> <part_acak> <3p>
söyleyecek	söyle <v> <cv_acak>
söyleyecek	söyle <v> <cv_ecek>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şey	şey <n> <3s>
şey	şey <n> <3p>
düşünemedi,	düşün <v> <abil> <neg> <t_past> <3p>
"Biliyorsun,	bil <v> <t_cont> <2s>
en	en <adv> <Dan_0> <n>
en	en <adv> <Dan_0> <n> <3s>
en	en <adv> <Dan_0> <n> <3p>
en	en <n>
en	en <n> <3s>
en	en <n> <3p>
iyi	iyi <adj> <Djn_0> <n>
iyi	iyi <adj> <Djn_0> <n> <3s>
iyi	iyi <adj> <Djn_0> <n> <3p>
iyi	iyi <adv>
iyi	iyi <adv> <Dan_0> <n>
iyi	iyi <adv> <Dan_0> <n> <3s>
iyi	iyi <adv> <Dan_0> <n> <3p>
tereyağıydı."	tereyağ <n> <p3s> <cpl_di> <3p>
tereyağıydı."	tereyağ <n> <p3s> <3p> <cpl_di>
tereyağıydı."	tereyağ <n> <acc> <cpl_di> <3s>
tereyağıydı."	tereyağ <n> <acc> <cpl_di> <3p>
tereyağıydı."	tereyağ <n> <acc> <3p> <cpl_di>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
biraz	biraz <adj> <Djn_0> <n>
biraz	biraz <adj> <Djn_0> <n> <3s>
biraz	biraz <adj> <Djn_0> <n> <3p>
biraz	biraz <adv>
biraz	biraz <adv> <Dan_0> <n>
biraz	biraz <adv> <Dan_0> <n> <3s>
biraz	biraz <adv> <Dan_0> <n> <3p>
biraz	biraz <det>
merakla	merak <n> <D_lA> <v> <t_imp> <3p>
merakla	merak <n> <ins>
merakla	merak <n> <ins> <3s>
merakla	merak <n> <ins> <3p>
omzunun	omuz <n> <p2s> <gen> <3s>
omzunun	omuz <n> <p2s> <gen> <3p>
omzunun	omuz <n> <p3s> <gen>
omzunun	omuz <n> <p3s> <gen> <3s>
omzunun	omuz <n> <p3s> <gen> <3p>
üzerinden	üzeri <n> <p2s> <abl> <3s>
üzerinden	üzeri <n> <p2s> <abl> <3p>
üzerinden	üzer <n> <p2s> <abl>
üzerinden	üzer <n> <p2s> <abl> <3s>
üzerinden	üzer <n> <p2s> <abl> <3p>
üzerinden	üzer <n> <p3s> <abl>
üzerinden	üzer <n> <p3s> <abl> <3s>
üzerinden	üzer <n> <p3s> <abl> <3p>
bakıyordu.	bak <v> <t_cont> <cpl_di> <3p>
bakıyordu.	bak <v> <t_cont> <3p> <cpl_di>
</S> </S>+ESTag
<S> <S>+BSTag
"Ne	ne <prn> <qst> <3s>
"Ne	ne <prn> <qst> <3p>
"Ne	ne <cnjcoo>
tuhaf	tuhaf <adj> <Djn_0> <n>
tuhaf	tuhaf <adj> <Djn_0> <n> <3s>
tuhaf	tuhaf <adj> <Djn_0> <n> <3p>
tuhaf	tuhaf <n>
tuhaf	tuhaf <n> <3s>
tuhaf	tuhaf <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
saat!"	saat <n> <3s>
saat!"	saat <n> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
belirtti.	belir <v> <caus> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Ayın	ayın <n> <3s>
Ayın	ayın <n> <3p>
Ayın	ayı <n> <p2s>
Ayın	ayı <n> <p2s> <3s>
Ayın	ayı <n> <p2s> <3p>
Ayın	ay <n> <p2s>
Ayın	ay <n> <p2s> <3s>
Ayın	ay <n> <p2s> <3p>
Ayın	ay <n> <gen>
Ayın	ay <n> <gen> <3s>
Ayın	ay <n> <gen> <3p>
Ayın	ay <v> <t_imp> <2p>
gününü	günü <n> <p2s> <acc> <3s>
gününü	günü <n> <p2s> <acc> <3p>
gününü	gün <n> <p2s> <acc>
gününü	gün <n> <p2s> <acc> <3s>
gününü	gün <n> <p2s> <acc> <3p>
gününü	gün <n> <p3s> <acc>
gününü	gün <n> <p3s> <acc> <3s>
gününü	gün <n> <p3s> <acc> <3p>
söylüyor	söyle <v> <t_cont> <3p>
söylüyor	söyle <v> <cv_iyor>
ve	ve <cnjadv>
saatin	saat <n> <p2s> <3s>
saatin	saat <n> <p2s> <3p>
saatin	saat <n> <gen>
saatin	saat <n> <gen> <3s>
saatin	saat <n> <gen> <3p>
kaç	kaç <adj> <Djn_0> <n>
kaç	kaç <adj> <Djn_0> <n> <3s>
kaç	kaç <adj> <Djn_0> <n> <3p>
kaç	kaç <v> <t_imp> <2s>
kaç	kaç <v> <t_imp> <3p>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <vn_dik> <p3s> <acc>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p2s> <acc>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p3s> <acc>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <cv_dik> <p3s> <acc>
söylemiyor!	söyle <v> <neg> <t_cont> <3p>
söylemiyor!	söyle <v> <neg> <cv_iyor>
</S> </S>+ESTag
<S> <S>+BSTag
"Neden	neden <adv> <Dan_0> <n>
"Neden	neden <adv> <Dan_0> <n> <3s>
"Neden	neden <adv> <Dan_0> <n> <3p>
"Neden	neden <n>
"Neden	neden <n> <3s>
"Neden	neden <n> <3p>
"Neden	ne <prn> <qst> <abl>
"Neden	ne <prn> <qst> <abl> <3s>
"Neden	ne <prn> <qst> <abl> <3p>
söylesin	<unk>
ki?"	ki <cnjadv>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
mırıldandı	mırıldan <v> <t_past> <3p>
Şapkacı.	şapka <n> <D_CI> <adj> <Djn_0> <n>
Şapkacı.	şapka <n> <D_CI> <adj> <Djn_0> <n> <3s>
Şapkacı.	şapka <n> <D_CI> <adj> <Djn_0> <n> <3p>
Şapkacı.	şapka <n> <D_CI> <n>
Şapkacı.	şapka <n> <D_CI> <n> <3s>
Şapkacı.	şapka <n> <D_CI> <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Saatiniz	saat <n> <p2p>
"Saatiniz	saat <n> <p2p> <3s>
"Saatiniz	saat <n> <p2p> <3p>
"Saatiniz	saat <n> <gen> <1p>
size	siz <prn> <pers> <dat> <3s>
size	siz <prn> <pers> <dat> <3p>
hangi	hangi <n> <3s>
hangi	hangi <n> <3p>
hangi	hangi <prn> <qst>
hangi	hangi <prn> <qst> <3s>
hangi	hangi <prn> <qst> <3p>
yıl	yıl <n> <3s>
yıl	yıl <n> <3p>
yıl	yıl <v> <t_imp> <2s>
yıl	yıl <v> <t_imp> <3p>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <vn_dik> <p3s> <acc>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p2s> <acc>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p3s> <acc>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <cv_dik> <p3s> <acc>
söylüyor	söyle <v> <t_cont> <3p>
söylüyor	söyle <v> <cv_iyor>
mu?"	<unk>
"Elbette	elbette <adv> <Dan_0> <n>
"Elbette	elbette <adv> <Dan_0> <n> <3s>
"Elbette	elbette <adv> <Dan_0> <n> <3p>
"Elbette	elbet <adv> <Dan_0> <n> <loc>
"Elbette	elbet <adv> <Dan_0> <n> <loc> <3s>
"Elbette	elbet <adv> <Dan_0> <n> <loc> <3p>
hayır,"	hayır <adv> <Dan_0> <n>
hayır,"	hayır <adv> <Dan_0> <n> <3s>
hayır,"	hayır <adv> <Dan_0> <n> <3p>
hayır,"	hayır <n>
hayır,"	hayır <n> <3s>
hayır,"	hayır <n> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
yanıtladı	yanıtla <v> <t_past> <3p>
yanıtladı	yanıt <n> <D_lA> <v> <t_past> <3s>
yanıtladı	yanıt <n> <D_lA> <v> <t_past> <3p>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
hemen:	hemen <adv> <Dan_0> <n>
hemen:	hemen <adv> <Dan_0> <n> <3s>
hemen:	hemen <adv> <Dan_0> <n> <3p>
hemen:	hemen <n>
hemen:	hemen <n> <3s>
hemen:	hemen <n> <3p>
"ama	ama <n> <3s>
"ama	ama <n> <3p>
"ama	ama <cnjcoo>
"ama	ama <cnjadv>
bunun	bun <n> <p2s> <3s>
bunun	bun <n> <p2s> <3p>
bunun	bun <n> <gen>
bunun	bun <n> <gen> <3s>
bunun	bun <n> <gen> <3p>
bunun	bu <prn> <dem> <p2s>
bunun	bu <prn> <dem> <p2s> <3s>
bunun	bu <prn> <dem> <p2s> <3p>
bunun	bu <prn> <dem> <gen>
bunun	bu <prn> <dem> <gen> <3s>
bunun	bu <prn> <dem> <gen> <3p>
nedeni,	neden <adv> <Dan_0> <n> <p3s> <3s>
nedeni,	neden <adv> <Dan_0> <n> <p3s> <3p>
nedeni,	neden <adv> <Dan_0> <n> <acc>
nedeni,	neden <adv> <Dan_0> <n> <acc> <3s>
nedeni,	neden <adv> <Dan_0> <n> <acc> <3p>
nedeni,	neden <n> <p3s>
nedeni,	neden <n> <p3s> <3s>
nedeni,	neden <n> <p3s> <3p>
nedeni,	neden <n> <acc>
nedeni,	neden <n> <acc> <3s>
nedeni,	neden <n> <acc> <3p>
uzun	uzun <adj> <Djn_0> <n>
uzun	uzun <adj> <Djn_0> <n> <3s>
uzun	uzun <adj> <Djn_0> <n> <3p>
uzun	uz <n> <p2s>
uzun	uz <n> <p2s> <3s>
uzun	uz <n> <p2s> <3p>
uzun	uz <n> <gen>
uzun	uz <n> <gen> <3s>
uzun	uz <n> <gen> <3p>
süre	süre <n> <3s>
süre	süre <n> <3p>
süre	sür <v> <t_opt> <3s>
süre	sür <v> <t_opt> <3p>
boyunca	boyun <n> <D_CA> <adj>
boyunca	boyun <n> <D_CA> <adj> <Djn_0> <n>
boyunca	boyun <n> <D_CA> <adj> <Djn_0> <n> <3s>
boyunca	boyun <n> <D_CA> <adj> <Djn_0> <n> <3p>
boyunca	boyun <n> <D_CA> <adv>
boyunca	boyun <n> <D_CA> <adv> <Dan_0> <n>
boyunca	boyun <n> <D_CA> <adv> <Dan_0> <n> <3s>
boyunca	boyun <n> <D_CA> <adv> <Dan_0> <n> <3p>
boyunca	boyun <n> <D_CA> <n>
boyunca	boyun <n> <D_CA> <n> <3s>
boyunca	boyun <n> <D_CA> <n> <3p>
boyunca	boyun <n> <ca>
boyunca	boy <n> <p2s> <ca>
boyunca	boy <n> <p3s> <ca>
aynı	aynı <adj> <Djn_0> <n>
aynı	aynı <adj> <Djn_0> <n> <3s>
aynı	aynı <adj> <Djn_0> <n> <3p>
aynı	aynı <det>
aynı	ayn <n> <p3s>
aynı	ayn <n> <p3s> <3s>
aynı	ayn <n> <p3s> <3p>
aynı	ayn <n> <acc>
aynı	ayn <n> <acc> <3s>
aynı	ayn <n> <acc> <3p>
