<S> <S>+BSTag
"Bugün	bugün <adv> <Dan_0> <n>
"Bugün	bugün <adv> <Dan_0> <n> <3s>
bulunduğu	bulun <v> <part_dik> <p3s> <3p>
bulunduğu	bulun <v> <part_dik> <acc>
bulunduğu	bulun <v> <part_dik> <acc> <3s>
bulunduğu	bulun <v> <part_dik> <acc> <3p>
bulunduğu	bulun <v> <cv_dik> <p3s>
bulunduğu	bul <v> <pass> <vn_dik> <p3s>
bulunduğu	bul <v> <pass> <vn_dik> <p3s> <3s>
bulunduğu	bul <v> <pass> <vn_dik> <p3s> <3p>
bulunduğu	bul <v> <pass> <vn_dik> <acc>
bulunduğu	bul <v> <pass> <vn_dik> <acc> <3s>
bulunduğu	bul <v> <pass> <vn_dik> <acc> <3p>
bulunduğu	bul <v> <pass> <part_dik> <p3s>
bulunduğu	bul <v> <pass> <part_dik> <p3s> <3s>
bulunduğu	bul <v> <pass> <part_dik> <p3s> <3p>
bulunduğu	bul <v> <pass> <part_dik> <acc>
bulunduğu	bul <v> <pass> <part_dik> <acc> <3s>
bulunduğu	bul <v> <pass> <part_dik> <acc> <3p>
bulunduğu	bul <v> <pass> <cv_dik> <p3s>
yere	yer <n> <dat> <3s>
yere	yer <n> <dat> <3p>
yere	yer <v> <t_opt> <3s>
yere	yer <v> <t_opt> <3p>
bakarken,	bak <v> <t_aor> <3p> <cpl_ken>
aniden	aniden <adv> <Dan_0> <n>
aniden	aniden <adv> <Dan_0> <n> <3s>
aniden	aniden <adv> <Dan_0> <n> <3p>
aniden	anide <adv> <Dan_0> <n> <p2s>
aniden	anide <adv> <Dan_0> <n> <p2s> <3s>
aniden	anide <adv> <Dan_0> <n> <p2s> <3p>
aniden	anide <n> <p2s>
aniden	anide <n> <p2s> <3s>
aniden	anide <n> <p2s> <3p>
aniden	ani <n> <abl>
aniden	ani <n> <abl> <3s>
aniden	ani <n> <abl> <3p>
tekrar	tekrar <adv> <Dan_0> <n>
tekrar	tekrar <adv> <Dan_0> <n> <3s>
tekrar	tekrar <adv> <Dan_0> <n> <3p>
tekrar	tekrar <n>
tekrar	tekrar <n> <3s>
tekrar	tekrar <n> <3p>
ortaya	ortay <n> <dat> <3s>
ortaya	ortay <n> <dat> <3p>
ortaya	orta <adj> <Djn_0> <n> <dat>
ortaya	orta <adj> <Djn_0> <n> <dat> <3s>
ortaya	orta <adj> <Djn_0> <n> <dat> <3p>
ortaya	orta <n> <dat>
ortaya	orta <n> <dat> <3s>
ortaya	orta <n> <dat> <3p>
çıktı.	çıktı <n> <3s>
çıktı.	çıktı <n> <3p>
çıktı.	çık <v> <t_past> <3s>
çıktı.	çık <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Bu	bu <prn> <dem> <3s>
"Bu	bu <prn> <dem> <3p>
"Bu	bu <det>
arada,	ara <adj> <Djn_0> <n> <loc> <3s>
arada,	ara <adj> <Djn_0> <n> <loc> <3p>
arada,	ara <n> <loc>
arada,	ara <n> <loc> <3s>
arada,	ara <n> <loc> <3p>
bebek	bebek <n> <3s>
bebek	bebek <n> <3p>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
oldu?"	ol <v> <t_past> <3p>
dedi	de <v> <t_past> <3p>
Kedi.	kedi <n> <3s>
Kedi.	kedi <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Sormayı	sor <v> <D_mA> <n> <acc> <3s>
"Sormayı	sor <v> <D_mA> <n> <acc> <3p>
"Sormayı	sor <v> <vn_ma> <acc>
"Sormayı	sor <v> <vn_ma> <acc> <3s>
"Sormayı	sor <v> <vn_ma> <acc> <3p>
"Sormayı	sor <v> <vn_mak> <acc>
"Sormayı	sor <v> <vn_mak> <acc> <3s>
"Sormayı	sor <v> <vn_mak> <acc> <3p>
"Sormayı	sor <v> <vinf> <p3s>
"Sormayı	sor <v> <vinf> <acc>
neredeyse	neredeyse <adv> <Dan_0> <n>
neredeyse	neredeyse <adv> <Dan_0> <n> <3s>
neredeyse	neredeyse <adv> <Dan_0> <n> <3p>
neredeyse	nere <prn> <qst> <loc> <cpl_sa> <3s>
neredeyse	nere <prn> <qst> <loc> <cpl_sa> <3p>
neredeyse	nere <prn> <qst> <loc> <3p> <cpl_sa>
unutuyordum."	<unk>
"Domuza	domuz <n> <dat> <3s>
"Domuza	domuz <n> <dat> <3p>
"Domuza	do <n> <p1p> <dat>
"Domuza	do <n> <p1p> <dat> <3s>
"Domuza	do <n> <p1p> <dat> <3p>
dönüştü,"	dönüş <v> <t_past> <3p>
dönüştü,"	dön <v> <D_yIS> <n> <cpl_di> <3s>
dönüştü,"	dön <v> <D_yIS> <n> <cpl_di> <3p>
dönüştü,"	dön <v> <D_yIS> <n> <3p> <cpl_di>
dönüştü,"	dön <v> <vn_yis> <cpl_di> <3s>
dönüştü,"	dön <v> <vn_yis> <cpl_di> <3p>
dönüştü,"	dön <v> <vn_yis> <3p> <cpl_di>
dedi	de <v> <t_past> <3p>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
sessizce,	sessiz <adj> <D_CA> <adj> <Djn_0> <n>
sessizce,	sessiz <adj> <D_CA> <adj> <Djn_0> <n> <3s>
sessizce,	sessiz <adj> <D_CA> <adj> <Djn_0> <n> <3p>
sessizce,	sessiz <adj> <Djn_0> <n> <D_CA> <adj>
sessizce,	sessiz <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n>
sessizce,	sessiz <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3s>
sessizce,	sessiz <adj> <Djn_0> <n> <D_CA> <adj> <Djn_0> <n> <3p>
sessizce,	sessiz <adj> <Djn_0> <n> <D_CA> <adv>
sessizce,	sessiz <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n>
sessizce,	sessiz <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3s>
sessizce,	sessiz <adj> <Djn_0> <n> <D_CA> <adv> <Dan_0> <n> <3p>
sessizce,	sessiz <adj> <Djn_0> <n> <D_CA> <n>
sessizce,	sessiz <adj> <Djn_0> <n> <D_CA> <n> <3s>
sessizce,	sessiz <adj> <Djn_0> <n> <D_CA> <n> <3p>
sessizce,	sessiz <adj> <Djn_0> <n> <ca>
sessizce,	ses <n> <Dnn_siz> <adj> <D_CA> <adj>
sessizce,	ses <n> <Dnn_siz> <adj> <Djn_0> <n> <D_CA> <adj>
sessizce,	ses <n> <Dnn_siz> <adj> <Djn_0> <n> <D_CA> <adv>
sessizce,	ses <n> <Dnn_siz> <adj> <Djn_0> <n> <ca>
sessizce,	ses <n> <Dnn_siz> <adv> <Dan_0> <n> <D_CA> <adj>
sessizce,	ses <n> <Dnn_siz> <adv> <Dan_0> <n> <D_CA> <adv>
sessizce,	ses <n> <Dnn_siz> <adv> <Dan_0> <n> <ca>
sanki	sanki <adv> <Dan_0> <n>
sanki	sanki <adv> <Dan_0> <n> <3s>
sanki	sanki <adv> <Dan_0> <n> <3p>
doğal	doğal <n> <3s>
doğal	doğal <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şekilde	şekil <n> <loc> <3s>
şekilde	şekil <n> <loc> <3p>
geri	geri <adv> <Dan_0> <n>
geri	geri <adv> <Dan_0> <n> <3s>
geri	geri <adv> <Dan_0> <n> <3p>
geri	geri <n>
geri	geri <n> <3s>
geri	geri <n> <3p>
gelmiş	gel <v> <t_narr> <3p>
gelmiş	gel <v> <cv_mis>
gibi.	gibi <cnjsub>
</S> </S>+ESTag
<S> <S>+BSTag
"Öyle	öyle <adj> <Djn_0> <n>
"Öyle	öyle <adj> <Djn_0> <n> <3s>
"Öyle	öyle <adj> <Djn_0> <n> <3p>
"Öyle	öyle <adv>
"Öyle	öyle <adv> <Dan_0> <n>
"Öyle	öyle <adv> <Dan_0> <n> <3s>
"Öyle	öyle <adv> <Dan_0> <n> <3p>
"Öyle	öyle <ij>
olacağını	ol <v> <vn_acak> <p2s> <acc> <3s>
olacağını	ol <v> <vn_acak> <p2s> <acc> <3p>
olacağını	ol <v> <vn_acak> <p3s> <acc>
olacağını	ol <v> <vn_acak> <p3s> <acc> <3s>
olacağını	ol <v> <vn_acak> <p3s> <acc> <3p>
olacağını	ol <v> <part_acak> <p2s> <acc>
olacağını	ol <v> <part_acak> <p2s> <acc> <3s>
olacağını	ol <v> <part_acak> <p2s> <acc> <3p>
olacağını	ol <v> <part_acak> <p3s> <acc>
olacağını	ol <v> <part_acak> <p3s> <acc> <3s>
olacağını	ol <v> <part_acak> <p3s> <acc> <3p>
düşünmüştüm,"	<unk>
dedi	de <v> <t_past> <3p>
Kedi	kedi <n> <3s>
Kedi	kedi <n> <3p>
ve	ve <cnjadv>
tekrar	tekrar <adv> <Dan_0> <n>
tekrar	tekrar <adv> <Dan_0> <n> <3s>
tekrar	tekrar <adv> <Dan_0> <n> <3p>
tekrar	tekrar <n>
tekrar	tekrar <n> <3s>
tekrar	tekrar <n> <3p>
kayboldu.	kaybol <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
biraz	biraz <adj> <Djn_0> <n>
biraz	biraz <adj> <Djn_0> <n> <3s>
biraz	biraz <adj> <Djn_0> <n> <3p>
biraz	biraz <adv>
biraz	biraz <adv> <Dan_0> <n>
biraz	biraz <adv> <Dan_0> <n> <3s>
biraz	biraz <adv> <Dan_0> <n> <3p>
biraz	biraz <det>
bekledi,	bekle <v> <t_past> <3p>
bekledi,	bek <n> <D_lA> <v> <t_past> <3s>
bekledi,	bek <n> <D_lA> <v> <t_past> <3p>
onu	on <n> <p3s> <3s>
onu	on <n> <p3s> <3p>
onu	on <n> <acc>
onu	on <n> <acc> <3s>
onu	on <n> <acc> <3p>
onu	on <num> <Dmn_0> <n> <p3s>
onu	on <num> <Dmn_0> <n> <p3s> <3s>
onu	on <num> <Dmn_0> <n> <p3s> <3p>
onu	on <num> <Dmn_0> <n> <acc>
onu	on <num> <Dmn_0> <n> <acc> <3s>
onu	on <num> <Dmn_0> <n> <acc> <3p>
onu	o <prn> <pers> <p3s>
onu	o <prn> <pers> <p3s> <3s>
onu	o <prn> <pers> <p3s> <3p>
onu	o <prn> <pers> <acc>
onu	o <prn> <pers> <acc> <3s>
onu	o <prn> <pers> <acc> <3p>
tekrar	tekrar <adv> <Dan_0> <n>
tekrar	tekrar <adv> <Dan_0> <n> <3s>
tekrar	tekrar <adv> <Dan_0> <n> <3p>
tekrar	tekrar <n>
tekrar	tekrar <n> <3s>
tekrar	tekrar <n> <3p>
görmeyi	görme <adj> <Djn_0> <n> <acc> <3s>
görmeyi	görme <adj> <Djn_0> <n> <acc> <3p>
görmeyi	gör <v> <D_mA> <n> <acc>
görmeyi	gör <v> <D_mA> <n> <acc> <3s>
görmeyi	gör <v> <D_mA> <n> <acc> <3p>
görmeyi	gör <v> <vn_ma> <acc>
görmeyi	gör <v> <vn_ma> <acc> <3s>
görmeyi	gör <v> <vn_ma> <acc> <3p>
görmeyi	gör <v> <vn_mak> <acc>
görmeyi	gör <v> <vn_mak> <acc> <3s>
görmeyi	gör <v> <vn_mak> <acc> <3p>
görmeyi	gör <v> <vinf> <p3s>
görmeyi	gör <v> <vinf> <acc>
umarak,	<unk>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
görünmedi	görün <v> <neg> <t_past> <3p>
ve	ve <cnjadv>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
iki	iki <num> <Dmn_0> <n>
iki	iki <num> <Dmn_0> <n> <3s>
iki	iki <num> <Dmn_0> <n> <3p>
dakika	dakika <n> <3s>
dakika	dakika <n> <3p>
sonra	sonra <adv> <Dan_0> <n>
sonra	sonra <adv> <Dan_0> <n> <3s>
sonra	sonra <adv> <Dan_0> <n> <3p>
sonra	sonra <n>
sonra	sonra <n> <3s>
sonra	sonra <n> <3p>
sonra	sonra <postp>
sonra	sonra <cnjadv>
Mart	mart <n> <3s>
Mart	mart <n> <3p>
Tavşanı'nın	tavşan <n> <p2s> <gen> <3s>
Tavşanı'nın	tavşan <n> <p2s> <gen> <3p>
Tavşanı'nın	tavşan <n> <p3s> <gen>
Tavşanı'nın	tavşan <n> <p3s> <gen> <3s>
Tavşanı'nın	tavşan <n> <p3s> <gen> <3p>
yaşadığı	yaşa <v> <vn_dik> <p3s> <3s>
yaşadığı	yaşa <v> <vn_dik> <p3s> <3p>
yaşadığı	yaşa <v> <vn_dik> <acc>
yaşadığı	yaşa <v> <vn_dik> <acc> <3s>
yaşadığı	yaşa <v> <vn_dik> <acc> <3p>
yaşadığı	yaşa <v> <part_dik> <p3s>
yaşadığı	yaşa <v> <part_dik> <p3s> <3s>
yaşadığı	yaşa <v> <part_dik> <p3s> <3p>
yaşadığı	yaşa <v> <part_dik> <acc>
yaşadığı	yaşa <v> <part_dik> <acc> <3s>
yaşadığı	yaşa <v> <part_dik> <acc> <3p>
yaşadığı	yaşa <v> <cv_dik> <p3s>
söylenen	söylen <v> <part_yan> <3s>
söylenen	söylen <v> <part_yan> <3p>
söylenen	söyle <v> <pass> <part_yan>
söylenen	söyle <v> <pass> <part_yan> <3s>
söylenen	söyle <v> <pass> <part_yan> <3p>
yöne	yön <n> <dat> <3s>
yöne	yön <n> <dat> <3p>
doğru	doğru <adj> <Djn_0> <n>
doğru	doğru <adj> <Djn_0> <n> <3s>
doğru	doğru <adj> <Djn_0> <n> <3p>
doğru	doğru <postp>
yürümeye	yürü <v> <D_mA> <n> <dat> <3s>
yürümeye	yürü <v> <D_mA> <n> <dat> <3p>
yürümeye	yürü <v> <neg> <t_opt> <3s>
yürümeye	yürü <v> <neg> <t_opt> <3p>
yürümeye	yürü <v> <vn_ma> <dat>
yürümeye	yürü <v> <vn_ma> <dat> <3s>
yürümeye	yürü <v> <vn_ma> <dat> <3p>
yürümeye	yürü <v> <vn_mak> <dat>
yürümeye	yürü <v> <vn_mak> <dat> <3s>
yürümeye	yürü <v> <vn_mak> <dat> <3p>
yürümeye	yürü <v> <vinf> <dat>
devam	devam <n> <3s>
devam	devam <n> <3p>
devam	deva <n> <p1s>
devam	deva <n> <p1s> <3s>
devam	deva <n> <p1s> <3p>
etti.	et <n> <cpl_di> <3p>
etti.	et <n> <3p> <cpl_di>
etti.	et <v> <t_past> <3s>
etti.	et <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Daha	daha <adv> <Dan_0> <n>
"Daha	daha <adv> <Dan_0> <n> <3s>
"Daha	daha <adv> <Dan_0> <n> <3p>
"Daha	daha <n>
"Daha	daha <n> <3s>
"Daha	daha <n> <3p>
önce	önce <adv> <Dan_0> <n>
önce	önce <adv> <Dan_0> <n> <3s>
önce	önce <adv> <Dan_0> <n> <3p>
önce	önce <postp>
önce	ön <n> <D_CA> <adj>
önce	ön <n> <D_CA> <adj> <Djn_0> <n>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3s>
önce	ön <n> <D_CA> <adj> <Djn_0> <n> <3p>
önce	ön <n> <D_CA> <adv>
önce	ön <n> <D_CA> <adv> <Dan_0> <n>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3s>
önce	ön <n> <D_CA> <adv> <Dan_0> <n> <3p>
önce	ön <n> <D_CA> <n>
önce	ön <n> <D_CA> <n> <3s>
önce	ön <n> <D_CA> <n> <3p>
önce	ön <n> <ca>
şapkacılar	şapka <n> <D_CI> <adj> <D_lA> <v> <t_aor> <3p>
şapkacılar	şapka <n> <D_CI> <adj> <Djn_0> <n> <D_lA> <v> <t_aor> <3s>
şapkacılar	şapka <n> <D_CI> <adj> <Djn_0> <n> <D_lA> <v> <t_aor> <3p>
şapkacılar	şapka <n> <D_CI> <adj> <Djn_0> <n> <3p>
şapkacılar	şapka <n> <D_CI> <adj> <Djn_0> <n> <pl>
şapkacılar	şapka <n> <D_CI> <adj> <Djn_0> <n> <pl> <3s>
şapkacılar	şapka <n> <D_CI> <adj> <Djn_0> <n> <pl> <3p>
şapkacılar	şapka <n> <D_CI> <n> <D_lA> <v> <t_aor> <3s>
şapkacılar	şapka <n> <D_CI> <n> <D_lA> <v> <t_aor> <3p>
şapkacılar	şapka <n> <D_CI> <n> <3p>
şapkacılar	şapka <n> <D_CI> <n> <pl>
şapkacılar	şapka <n> <D_CI> <n> <pl> <3s>
şapkacılar	şapka <n> <D_CI> <n> <pl> <3p>
görmüştüm,"	<unk>
dedi	de <v> <t_past> <3p>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
kendine;	kendi <n> <p2s> <dat> <3s>
kendine;	kendi <n> <p2s> <dat> <3p>
kendine;	kendi <prn> <p2s> <dat>
kendine;	kendi <prn> <p2s> <dat> <3s>
kendine;	kendi <prn> <p2s> <dat> <3p>
"Mart	mart <n> <3s>
"Mart	mart <n> <3p>
Tavşanı	tavşan <n> <p3s> <3s>
Tavşanı	tavşan <n> <p3s> <3p>
Tavşanı	tavşan <n> <acc>
Tavşanı	tavşan <n> <acc> <3s>
Tavşanı	tavşan <n> <acc> <3p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
daha	daha <adv> <Dan_0> <n>
daha	daha <adv> <Dan_0> <n> <3s>
daha	daha <adv> <Dan_0> <n> <3p>
daha	daha <n>
daha	daha <n> <3s>
daha	daha <n> <3p>
ilginç	ilginç <n> <3s>
ilginç	ilginç <n> <3p>
olacak	ol <v> <t_fut> <3p>
olacak	ol <v> <vn_acak>
olacak	ol <v> <vn_acak> <3s>
olacak	ol <v> <vn_acak> <3p>
olacak	ol <v> <part_acak>
olacak	ol <v> <part_acak> <3s>
olacak	ol <v> <part_acak> <3p>
olacak	ol <v> <cv_acak>
olacak	ol <v> <cv_ecek>
ve	ve <cnjadv>
belki	belki <adv> <Dan_0> <n>
belki	belki <adv> <Dan_0> <n> <3s>
belki	belki <adv> <Dan_0> <n> <3p>
belki	belki <cnjadv>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
şu	şu <prn> <dem> <3s>
şu	şu <prn> <dem> <3p>
şu	şu <det>
an	an <n> <3s>
an	an <n> <3p>
an	an <v> <t_imp> <2s>
an	an <v> <t_imp> <3p>
Mayıs	mayıs <n> <3s>
Mayıs	mayıs <n> <3p>
olduğu	ol <v> <vn_dik> <p3s> <3s>
olduğu	ol <v> <vn_dik> <p3s> <3p>
olduğu	ol <v> <vn_dik> <acc>
olduğu	ol <v> <vn_dik> <acc> <3s>
olduğu	ol <v> <vn_dik> <acc> <3p>
olduğu	ol <v> <part_dik> <p3s>
olduğu	ol <v> <part_dik> <p3s> <3s>
olduğu	ol <v> <part_dik> <p3s> <3p>
olduğu	ol <v> <part_dik> <acc>
olduğu	ol <v> <part_dik> <acc> <3s>
olduğu	ol <v> <part_dik> <acc> <3p>
olduğu	ol <v> <cv_dik> <p3s>
için	için <cnjcoo>
için	iç <adj> <Djn_0> <n> <p2s>
için	iç <adj> <Djn_0> <n> <p2s> <3s>
için	iç <adj> <Djn_0> <n> <p2s> <3p>
için	iç <adj> <Djn_0> <n> <gen>
