<S> <S>+BSTag
"Onu	on <n> <p3s> <3s>
"Onu	on <n> <p3s> <3p>
Dodo	<unk>
yüksüğü	yüksük <n> <p3s> <3s>
yüksüğü	yüksük <n> <p3s> <3p>
yüksüğü	yüksük <n> <acc>
yüksüğü	yüksük <n> <acc> <3s>
yüksüğü	yüksük <n> <acc> <3p>
ciddiyetle	ciddiyet <n> <D_lA> <v> <t_imp> <3p>
ciddiyetle	ciddiyet <n> <ins>
ciddiyetle	ciddiyet <n> <ins> <3s>
ciddiyetle	ciddiyet <n> <ins> <3p>
sunarak	<unk>
"Bu	bu <prn> <dem> <3s>
"Bu	bu <prn> <dem> <3p>
"Bu	bu <det>
zarif	zarif <adj> <Djn_0> <n>
zarif	zarif <adj> <Djn_0> <n> <3s>
zarif	zarif <adj> <Djn_0> <n> <3p>
yüksüğü	yüksük <n> <p3s> <3s>
yüksüğü	yüksük <n> <p3s> <3p>
yüksüğü	yüksük <n> <acc>
yüksüğü	yüksük <n> <acc> <3s>
yüksüğü	yüksük <n> <acc> <3p>
kabul	kabul <n> <3s>
kabul	kabul <n> <3p>
etmenizi	et <v> <D_mA> <n> <p2p> <acc> <3s>
etmenizi	et <v> <D_mA> <n> <p2p> <acc> <3p>
etmenizi	et <v> <vn_ma> <p2p> <acc>
etmenizi	et <v> <vn_ma> <p2p> <acc> <3s>
etmenizi	et <v> <vn_ma> <p2p> <acc> <3p>
rica	rica <n> <3s>
rica	rica <n> <3p>
ederiz;"	et <v> <t_aor> <1p>
dedi	de <v> <t_past> <3p>
ve	ve <cnjadv>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
kısa	kısa <n> <3s>
kısa	kısa <n> <3p>
kısa	kıs <v> <t_opt> <3s>
kısa	kıs <v> <t_opt> <3p>
konuşmayı	konuşma <adj> <Djn_0> <n> <acc> <3s>
konuşmayı	konuşma <adj> <Djn_0> <n> <acc> <3p>
konuşmayı	konuş <v> <D_mA> <n> <acc>
konuşmayı	konuş <v> <D_mA> <n> <acc> <3s>
konuşmayı	konuş <v> <D_mA> <n> <acc> <3p>
konuşmayı	konuş <v> <vn_ma> <acc>
konuşmayı	konuş <v> <vn_ma> <acc> <3s>
konuşmayı	konuş <v> <vn_ma> <acc> <3p>
konuşmayı	konuş <v> <vn_mak> <acc>
konuşmayı	konuş <v> <vn_mak> <acc> <3s>
konuşmayı	konuş <v> <vn_mak> <acc> <3p>
konuşmayı	konuş <v> <vinf> <p3s>
konuşmayı	konuş <v> <vinf> <acc>
bitirince	<unk>
hepsi	hepsi <prn> <3s>
hepsi	hepsi <prn> <3p>
alkışladı.	alkış <n> <D_lA> <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
her	<unk>
şeyin	şey <n> <p2s> <3s>
şeyin	şey <n> <p2s> <3p>
şeyin	şey <n> <gen>
şeyin	şey <n> <gen> <3s>
şeyin	şey <n> <gen> <3p>
çok	çok <adj> <Djn_0> <n>
çok	çok <adj> <Djn_0> <n> <3s>
çok	çok <adj> <Djn_0> <n> <3p>
çok	çok <adv>
çok	çok <adv> <Dan_0> <n>
çok	çok <adv> <Dan_0> <n> <3s>
çok	çok <adv> <Dan_0> <n> <3p>
çok	çok <det>
saçma	saçma <adj> <Djn_0> <n>
saçma	saçma <adj> <Djn_0> <n> <3s>
saçma	saçma <adj> <Djn_0> <n> <3p>
saçma	saç <v> <D_mA> <n>
saçma	saç <v> <D_mA> <n> <3s>
saçma	saç <v> <D_mA> <n> <3p>
saçma	saç <v> <neg> <t_imp> <2s>
saçma	saç <v> <neg> <t_imp> <3p>
saçma	saç <v> <vn_ma>
saçma	saç <v> <vn_ma> <3s>
saçma	saç <v> <vn_ma> <3p>
saçma	saç <v> <cv_ma>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <vn_dik> <p3s> <acc>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <vn_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p2s> <acc>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p2s> <acc> <3p>
olduğunu	ol <v> <part_dik> <p3s> <acc>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3s>
olduğunu	ol <v> <part_dik> <p3s> <acc> <3p>
olduğunu	ol <v> <cv_dik> <p3s> <acc>
düşündü,	düşün <n> <cpl_di> <3p>
düşündü,	düşün <n> <3p> <cpl_di>
düşündü,	düşün <v> <t_past> <3s>
düşündü,	düşün <v> <t_past> <3p>
düşündü,	düş <n> <p2s> <cpl_di> <3s>
düşündü,	düş <n> <p2s> <cpl_di> <3p>
düşündü,	düş <n> <p2s> <3p> <cpl_di>
düşündü,	düş <n> <gen> <cpl_di> <3s>
düşündü,	düş <n> <gen> <cpl_di> <3p>
düşündü,	düş <n> <gen> <3p> <cpl_di>
ama	ama <n> <3s>
ama	ama <n> <3p>
ama	ama <cnjcoo>
ama	ama <cnjadv>
hepsi	hepsi <prn> <3s>
hepsi	hepsi <prn> <3p>
o	o <prn> <pers> <3s>
o	o <prn> <pers> <3p>
o	o <ij>
o	o <det>
kadar	<unk>
ciddi	ciddi <n> <3s>
ciddi	ciddi <n> <3p>
görünüyordu	görün <v> <t_cont> <cpl_di> <3p>
görünüyordu	görün <v> <t_cont> <3p> <cpl_di>
ki	ki <cnjadv>
gülmeye	gül <v> <D_mA> <n> <dat> <3s>
gülmeye	gül <v> <D_mA> <n> <dat> <3p>
gülmeye	gül <v> <neg> <t_opt> <3s>
gülmeye	gül <v> <neg> <t_opt> <3p>
gülmeye	gül <v> <vn_ma> <dat>
gülmeye	gül <v> <vn_ma> <dat> <3s>
gülmeye	gül <v> <vn_ma> <dat> <3p>
gülmeye	gül <v> <vn_mak> <dat>
gülmeye	gül <v> <vn_mak> <dat> <3s>
gülmeye	gül <v> <vn_mak> <dat> <3p>
gülmeye	gül <v> <vinf> <dat>
cesaret	cesaret <n> <3s>
cesaret	cesaret <n> <3p>
edemedi;	et <v> <abil> <neg> <t_past> <3p>
ve	ve <cnjadv>
söyleyecek	söyle <v> <t_fut> <3p>
söyleyecek	söyle <v> <vn_acak>
söyleyecek	söyle <v> <vn_acak> <3s>
söyleyecek	söyle <v> <vn_acak> <3p>
söyleyecek	söyle <v> <part_acak>
söyleyecek	söyle <v> <part_acak> <3s>
söyleyecek	söyle <v> <part_acak> <3p>
söyleyecek	söyle <v> <cv_acak>
söyleyecek	söyle <v> <cv_ecek>
hiçbir	hiçbir <adj> <Djn_0> <n>
hiçbir	hiçbir <adj> <Djn_0> <n> <3s>
hiçbir	hiçbir <adj> <Djn_0> <n> <3p>
hiçbir	hiçbir <det>
şey	şey <n> <3s>
şey	şey <n> <3p>
düşünemediği	düşün <v> <abil> <neg> <vn_dik> <p3s> <3s>
düşünemediği	düşün <v> <abil> <neg> <vn_dik> <p3s> <3p>
düşünemediği	düşün <v> <abil> <neg> <vn_dik> <acc>
düşünemediği	düşün <v> <abil> <neg> <vn_dik> <acc> <3s>
düşünemediği	düşün <v> <abil> <neg> <vn_dik> <acc> <3p>
düşünemediği	düşün <v> <abil> <neg> <part_dik> <p3s>
düşünemediği	düşün <v> <abil> <neg> <part_dik> <p3s> <3s>
düşünemediği	düşün <v> <abil> <neg> <part_dik> <p3s> <3p>
düşünemediği	düşün <v> <abil> <neg> <part_dik> <acc>
düşünemediği	düşün <v> <abil> <neg> <part_dik> <acc> <3s>
düşünemediği	düşün <v> <abil> <neg> <part_dik> <acc> <3p>
düşünemediği	düşün <v> <abil> <neg> <cv_dik> <p3s>
için,	için <cnjcoo>
için,	iç <adj> <Djn_0> <n> <p2s>
için,	iç <adj> <Djn_0> <n> <p2s> <3s>
için,	iç <adj> <Djn_0> <n> <p2s> <3p>
için,	iç <adj> <Djn_0> <n> <gen>
için,	iç <adj> <Djn_0> <n> <gen> <3s>
için,	iç <adj> <Djn_0> <n> <gen> <3p>
için,	iç <n> <p2s>
için,	iç <n> <p2s> <3s>
için,	iç <n> <p2s> <3p>
için,	iç <n> <gen>
için,	iç <n> <gen> <3s>
için,	iç <n> <gen> <3p>
için,	iç <v> <t_imp> <2p>
sadece	sadece <adv> <Dan_0> <n>
sadece	sadece <adv> <Dan_0> <n> <3s>
sadece	sadece <adv> <Dan_0> <n> <3p>
sadece	sadece <n>
sadece	sadece <n> <3s>
sadece	sadece <n> <3p>
sadece	sade <n> <D_CA> <adj>
sadece	sade <n> <D_CA> <adj> <Djn_0> <n>
sadece	sade <n> <D_CA> <adj> <Djn_0> <n> <3s>
sadece	sade <n> <D_CA> <adj> <Djn_0> <n> <3p>
sadece	sade <n> <D_CA> <adv>
sadece	sade <n> <D_CA> <adv> <Dan_0> <n>
sadece	sade <n> <D_CA> <adv> <Dan_0> <n> <3s>
sadece	sade <n> <D_CA> <adv> <Dan_0> <n> <3p>
sadece	sade <n> <D_CA> <n>
sadece	sade <n> <D_CA> <n> <3s>
sadece	sade <n> <D_CA> <n> <3p>
eğildi	eğil <v> <t_past> <3p>
eğildi	eğ <v> <pass> <t_past> <3s>
eğildi	eğ <v> <pass> <t_past> <3p>
ve	ve <cnjadv>
elinden	el <n> <p2s> <abl> <3s>
elinden	el <n> <p2s> <abl> <3p>
elinden	el <n> <p3s> <abl>
elinden	el <n> <p3s> <abl> <3s>
elinden	el <n> <p3s> <abl> <3p>
geldiğince	<unk>
ciddi	ciddi <n> <3s>
ciddi	ciddi <n> <3p>
görünerek	<unk>
yüksüğü	yüksük <n> <p3s> <3s>
yüksüğü	yüksük <n> <p3s> <3p>
yüksüğü	yüksük <n> <acc>
yüksüğü	yüksük <n> <acc> <3s>
yüksüğü	yüksük <n> <acc> <3p>
aldı.	al <adj> <Djn_0> <n> <cpl_di> <3p>
aldı.	al <adj> <Djn_0> <n> <3p> <cpl_di>
aldı.	al <n> <cpl_di> <3s>
aldı.	al <n> <cpl_di> <3p>
aldı.	al <n> <3p> <cpl_di>
aldı.	al <v> <t_past> <3s>
aldı.	al <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Bir	bir <adj> <Djn_0> <n>
Bir	bir <adj> <Djn_0> <n> <3s>
Bir	bir <adj> <Djn_0> <n> <3p>
Bir	bir <num>
Bir	bir <num> <Dmn_0> <n>
Bir	bir <num> <Dmn_0> <n> <3s>
Bir	bir <num> <Dmn_0> <n> <3p>
Bir	bir <det>
sonraki	<unk>
şey	şey <n> <3s>
şey	şey <n> <3p>
şekerlemeleri	şekerleme <n> <pl> <p3s> <3s>
şekerlemeleri	şekerleme <n> <pl> <p3s> <3p>
şekerlemeleri	şekerleme <n> <pl> <acc>
şekerlemeleri	şekerleme <n> <pl> <acc> <3s>
şekerlemeleri	şekerleme <n> <pl> <acc> <3p>
şekerlemeleri	şekerleme <n> <p3p>
şekerlemeleri	şekerleme <n> <p3p> <3s>
şekerlemeleri	şekerleme <n> <p3p> <3p>
şekerlemeleri	şekerle <v> <D_mA> <n> <pl> <p3s>
şekerlemeleri	şekerle <v> <D_mA> <n> <pl> <p3s> <3s>
şekerlemeleri	şekerle <v> <D_mA> <n> <pl> <p3s> <3p>
şekerlemeleri	şekerle <v> <D_mA> <n> <pl> <acc>
şekerlemeleri	şekerle <v> <D_mA> <n> <pl> <acc> <3s>
şekerlemeleri	şekerle <v> <D_mA> <n> <pl> <acc> <3p>
şekerlemeleri	şekerle <v> <D_mA> <n> <p3p>
şekerlemeleri	şekerle <v> <D_mA> <n> <p3p> <3s>
şekerlemeleri	şekerle <v> <D_mA> <n> <p3p> <3p>
şekerlemeleri	şekerle <v> <vn_ma> <pl> <p3s>
şekerlemeleri	şekerle <v> <vn_ma> <pl> <p3s> <3s>
şekerlemeleri	şekerle <v> <vn_ma> <pl> <p3s> <3p>
şekerlemeleri	şekerle <v> <vn_ma> <pl> <acc>
şekerlemeleri	şekerle <v> <vn_ma> <pl> <acc> <3s>
şekerlemeleri	şekerle <v> <vn_ma> <pl> <acc> <3p>
şekerlemeleri	şekerle <v> <vn_ma> <p3p>
şekerlemeleri	şekerle <v> <vn_ma> <p3p> <3s>
şekerlemeleri	şekerle <v> <vn_ma> <p3p> <3p>
şekerlemeleri	şeker <n> <D_lA> <v> <D_mA> <n> <pl> <p3s>
şekerlemeleri	şeker <n> <D_lA> <v> <D_mA> <n> <pl> <p3s> <3s>
şekerlemeleri	şeker <n> <D_lA> <v> <D_mA> <n> <pl> <p3s> <3p>
şekerlemeleri	şeker <n> <D_lA> <v> <D_mA> <n> <pl> <acc>
şekerlemeleri	şeker <n> <D_lA> <v> <D_mA> <n> <pl> <acc> <3s>
şekerlemeleri	şeker <n> <D_lA> <v> <D_mA> <n> <pl> <acc> <3p>
şekerlemeleri	şeker <n> <D_lA> <v> <D_mA> <n> <p3p>
şekerlemeleri	şeker <n> <D_lA> <v> <D_mA> <n> <p3p> <3s>
şekerlemeleri	şeker <n> <D_lA> <v> <D_mA> <n> <p3p> <3p>
şekerlemeleri	şeker <n> <D_lA> <v> <vn_ma> <pl> <p3s>
şekerlemeleri	şeker <n> <D_lA> <v> <vn_ma> <pl> <p3s> <3s>
şekerlemeleri	şeker <n> <D_lA> <v> <vn_ma> <pl> <p3s> <3p>
şekerlemeleri	şeker <n> <D_lA> <v> <vn_ma> <pl> <acc>
şekerlemeleri	şeker <n> <D_lA> <v> <vn_ma> <pl> <acc> <3s>
şekerlemeleri	şeker <n> <D_lA> <v> <vn_ma> <pl> <acc> <3p>
şekerlemeleri	şeker <n> <D_lA> <v> <vn_ma> <p3p>
şekerlemeleri	şeker <n> <D_lA> <v> <vn_ma> <p3p> <3s>
şekerlemeleri	şeker <n> <D_lA> <v> <vn_ma> <p3p> <3p>
yemekti:	yemek <n> <cpl_di> <3p>
yemekti:	yemek <n> <3p> <cpl_di>
yemekti:	ye <v> <vn_mak> <cpl_di> <3s>
yemekti:	ye <v> <vn_mak> <cpl_di> <3p>
yemekti:	ye <v> <vn_mak> <3p> <cpl_di>
bu	bu <prn> <dem> <3s>
bu	bu <prn> <dem> <3p>
bu	bu <det>
biraz	biraz <adj> <Djn_0> <n>
biraz	biraz <adj> <Djn_0> <n> <3s>
biraz	biraz <adj> <Djn_0> <n> <3p>
biraz	biraz <adv>
biraz	biraz <adv> <Dan_0> <n>
biraz	biraz <adv> <Dan_0> <n> <3s>
biraz	biraz <adv> <Dan_0> <n> <3p>
biraz	biraz <det>
gürültüye	gürültü <n> <dat> <3s>
gürültüye	gürültü <n> <dat> <3p>
ve	ve <cnjadv>
kargaşaya	kargaşa <n> <dat> <3s>
kargaşaya	kargaşa <n> <dat> <3p>
yol	yol <n> <3s>
yol	yol <n> <3p>
yol	yol <v> <t_imp> <2s>
yol	yol <v> <t_imp> <3p>
açtı,	aç <n> <cpl_di> <3p>
açtı,	aç <n> <3p> <cpl_di>
açtı,	aç <v> <t_past> <3s>
açtı,	aç <v> <t_past> <3p>
çünkü	çünkü <cnjadv>
büyük	büyük <adj> <Djn_0> <n>
büyük	büyük <adj> <Djn_0> <n> <3s>
büyük	büyük <adj> <Djn_0> <n> <3p>
kuşlar	kuş <n> <D_lA> <v> <t_aor> <3p>
kuşlar	kuş <n> <3p>
kuşlar	kuş <n> <pl>
kuşlar	kuş <n> <pl> <3s>
kuşlar	kuş <n> <pl> <3p>
kendilerininkinin	kendi <n> <pl> <p2s> <gen> <ki> <p2s> <gen> <3s>
kendilerininkinin	kendi <n> <pl> <p2s> <gen> <ki> <p2s> <gen> <3p>
kendilerininkinin	kendi <n> <pl> <p2s> <gen> <ki> <gen>
kendilerininkinin	kendi <n> <pl> <p2s> <gen> <ki> <gen> <3s>
kendilerininkinin	kendi <n> <pl> <p2s> <gen> <ki> <gen> <3p>
kendilerininkinin	kendi <n> <pl> <p3s> <gen> <ki> <p2s> <gen>
kendilerininkinin	kendi <n> <pl> <p3s> <gen> <ki> <p2s> <gen> <3s>
kendilerininkinin	kendi <n> <pl> <p3s> <gen> <ki> <p2s> <gen> <3p>
kendilerininkinin	kendi <n> <pl> <p3s> <gen> <ki> <gen>
kendilerininkinin	kendi <n> <pl> <p3s> <gen> <ki> <gen> <3s>
kendilerininkinin	kendi <n> <pl> <p3s> <gen> <ki> <gen> <3p>
kendilerininkinin	kendi <n> <p3p> <gen> <ki> <p2s> <gen>
kendilerininkinin	kendi <n> <p3p> <gen> <ki> <p2s> <gen> <3s>
kendilerininkinin	kendi <n> <p3p> <gen> <ki> <p2s> <gen> <3p>
kendilerininkinin	kendi <n> <p3p> <gen> <ki> <gen>
kendilerininkinin	kendi <n> <p3p> <gen> <ki> <gen> <3s>
kendilerininkinin	kendi <n> <p3p> <gen> <ki> <gen> <3p>
kendilerininkinin	kendi <prn> <pl> <p2s> <gen> <ki> <p2s> <gen>
kendilerininkinin	kendi <prn> <pl> <p2s> <gen> <ki> <p2s> <gen> <3s>
kendilerininkinin	kendi <prn> <pl> <p2s> <gen> <ki> <p2s> <gen> <3p>
kendilerininkinin	kendi <prn> <pl> <p2s> <gen> <ki> <gen>
kendilerininkinin	kendi <prn> <pl> <p2s> <gen> <ki> <gen> <3s>
kendilerininkinin	kendi <prn> <pl> <p2s> <gen> <ki> <gen> <3p>
kendilerininkinin	kendi <prn> <pl> <p3s> <gen> <ki> <p2s> <gen>
kendilerininkinin	kendi <prn> <pl> <p3s> <gen> <ki> <p2s> <gen> <3s>
kendilerininkinin	kendi <prn> <pl> <p3s> <gen> <ki> <p2s> <gen> <3p>
kendilerininkinin	kendi <prn> <pl> <p3s> <gen> <ki> <gen>
kendilerininkinin	kendi <prn> <pl> <p3s> <gen> <ki> <gen> <3s>
kendilerininkinin	kendi <prn> <pl> <p3s> <gen> <ki> <gen> <3p>
kendilerininkinin	kendi <prn> <p3p> <gen> <ki> <p2s> <gen>
kendilerininkinin	kendi <prn> <p3p> <gen> <ki> <p2s> <gen> <3s>
kendilerininkinin	kendi <prn> <p3p> <gen> <ki> <p2s> <gen> <3p>
kendilerininkinin	kendi <prn> <p3p> <gen> <ki> <gen>
kendilerininkinin	kendi <prn> <p3p> <gen> <ki> <gen> <3s>
kendilerininkinin	kendi <prn> <p3p> <gen> <ki> <gen> <3p>
tadını	tat <n> <p2s> <acc> <3s>
tadını	tat <n> <p2s> <acc> <3p>
tadını	tat <n> <p3s> <acc>
tadını	tat <n> <p3s> <acc> <3s>
tadını	tat <n> <p3s> <acc> <3p>
alamadıklarından	al <v> <abil> <neg> <vn_dik> <p3p> <abl> <3s>
alamadıklarından	al <v> <abil> <neg> <vn_dik> <p3p> <abl> <3p>
alamadıklarından	al <v> <abil> <neg> <part_dik> <pl> <p2s> <abl>
alamadıklarından	al <v> <abil> <neg> <part_dik> <pl> <p2s> <abl> <3s>
alamadıklarından	al <v> <abil> <neg> <part_dik> <pl> <p2s> <abl> <3p>
alamadıklarından	al <v> <abil> <neg> <part_dik> <pl> <p3s> <abl>
alamadıklarından	al <v> <abil> <neg> <part_dik> <pl> <p3s> <abl> <3s>
alamadıklarından	al <v> <abil> <neg> <part_dik> <pl> <p3s> <abl> <3p>
alamadıklarından	al <v> <abil> <neg> <part_dik> <p3p> <abl>
alamadıklarından	al <v> <abil> <neg> <part_dik> <p3p> <abl> <3s>
alamadıklarından	al <v> <abil> <neg> <part_dik> <p3p> <abl> <3p>
şikayet	şikayet <n> <3s>
şikayet	şikayet <n> <3p>
ettiler,	et <v> <t_past> <3p>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
olanlar	ol <v> <part_yan> <pl>
olanlar	ol <v> <part_yan> <pl> <3s>
olanlar	ol <v> <part_yan> <pl> <3p>
ise	is <n> <dat> <3s>
ise	is <n> <dat> <3p>
ise	i <v> <cpl_sa> <3s>
ise	i <v> <cpl_sa> <3p>
ise	i <v> <3p> <cpl_sa>
boğuldu	boğ <v> <pass> <t_past> <3p>
ve	ve <cnjadv>
sırtlarına	sırt <n> <pl> <p2s> <dat> <3s>
sırtlarına	sırt <n> <pl> <p2s> <dat> <3p>
sırtlarına	sırt <n> <pl> <p3s> <dat>
sırtlarına	sırt <n> <pl> <p3s> <dat> <3s>
sırtlarına	sırt <n> <pl> <p3s> <dat> <3p>
sırtlarına	sırt <n> <p3p> <dat>
sırtlarına	sırt <n> <p3p> <dat> <3s>
sırtlarına	sırt <n> <p3p> <dat> <3p>
vurulması	vur <v> <pass> <vn_ma> <p3s> <3s>
vurulması	vur <v> <pass> <vn_ma> <p3s> <3p>
vurulması	vur <v> <pass> <cv_ma> <p3s>
gerekti.	gerek <n> <cpl_di> <3p>
gerekti.	gerek <n> <3p> <cpl_di>
gerekti.	gerek <v> <t_past> <3s>
gerekti.	gerek <v> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Ancak	ancak <adv> <Dan_0> <n>
Ancak	ancak <adv> <Dan_0> <n> <3s>
Ancak	ancak <adv> <Dan_0> <n> <3p>
Ancak	ancak <cnjcoo>
Ancak	ancak <cnjadv>
Ancak	an <n> <D_CAK> <n>
Ancak	an <n> <D_CAK> <n> <3s>
Ancak	an <n> <D_CAK> <n> <3p>
sonunda	sonunda <adv> <Dan_0> <n>
sonunda	sonunda <adv> <Dan_0> <n> <3s>
sonunda	sonunda <adv> <Dan_0> <n> <3p>
sonunda	son <adj> <Djn_0> <n> <p2s> <loc>
sonunda	son <adj> <Djn_0> <n> <p2s> <loc> <3s>
sonunda	son <adj> <Djn_0> <n> <p2s> <loc> <3p>
sonunda	son <adj> <Djn_0> <n> <p3s> <loc>
sonunda	son <adj> <Djn_0> <n> <p3s> <loc> <3s>
sonunda	son <adj> <Djn_0> <n> <p3s> <loc> <3p>
sonunda	son <n> <p2s> <loc>
sonunda	son <n> <p2s> <loc> <3s>
sonunda	son <n> <p2s> <loc> <3p>
sonunda	son <n> <p3s> <loc>
sonunda	son <n> <p3s> <loc> <3s>
sonunda	son <n> <p3s> <loc> <3p>
bitti	bit <n> <cpl_di> <3p>
bitti	bit <n> <3p> <cpl_di>
bitti	bit <v> <t_past> <3s>
bitti	bit <v> <t_past> <3p>
ve	ve <cnjadv>
tekrar	tekrar <adv> <Dan_0> <n>
tekrar	tekrar <adv> <Dan_0> <n> <3s>
tekrar	tekrar <adv> <Dan_0> <n> <3p>
tekrar	tekrar <n>
tekrar	tekrar <n> <3s>
tekrar	tekrar <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
halka	halka <n> <3s>
halka	halka <n> <3p>
halka	halk <n> <dat>
halka	halk <n> <dat> <3s>
halka	halk <n> <dat> <3p>
halinde	hal <n> <p2s> <loc>
halinde	hal <n> <p2s> <loc> <3s>
halinde	hal <n> <p2s> <loc> <3p>
halinde	hal <n> <p3s> <loc>
halinde	hal <n> <p3s> <loc> <3s>
halinde	hal <n> <p3s> <loc> <3p>
oturdular	<unk>
ve	ve <cnjadv>
Fare'ye	fare <n> <dat> <3s>
Fare'ye	fare <n> <dat> <3p>
onlara	onlar <prn> <pers> <dat> <3s>
onlara	onlar <prn> <pers> <dat> <3p>
onlara	on <n> <pl> <dat>
onlara	on <n> <pl> <dat> <3s>
onlara	on <n> <pl> <dat> <3p>
onlara	on <num> <Dmn_0> <n> <pl> <dat>
onlara	on <num> <Dmn_0> <n> <pl> <dat> <3s>
onlara	on <num> <Dmn_0> <n> <pl> <dat> <3p>
onlara	o <prn> <pers> <pl> <dat>
onlara	o <prn> <pers> <pl> <dat> <3s>
onlara	o <prn> <pers> <pl> <dat> <3p>
daha	daha <adv> <Dan_0> <n>
