<S> <S>+BSTag
"Oyun	oyun <n> <3s>
"Oyun	oyun <n> <3p>
"Ah,	ah <ij>
şey!	şey <n> <3s>
şey!	şey <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Çok	çok <adj> <Djn_0> <n>
Çok	çok <adj> <Djn_0> <n> <3s>
Çok	çok <adj> <Djn_0> <n> <3p>
Çok	çok <adv>
Çok	çok <adv> <Dan_0> <n>
Çok	çok <adv> <Dan_0> <n> <3s>
Çok	çok <adv> <Dan_0> <n> <3p>
Çok	çok <det>
aynı	aynı <adj> <Djn_0> <n>
aynı	aynı <adj> <Djn_0> <n> <3s>
aynı	aynı <adj> <Djn_0> <n> <3p>
aynı	aynı <det>
aynı	ayn <n> <p3s>
aynı	ayn <n> <p3s> <3s>
aynı	ayn <n> <p3s> <3p>
aynı	ayn <n> <acc>
aynı	ayn <n> <acc> <3s>
aynı	ayn <n> <acc> <3p>
anlama	anlam <n> <dat> <3s>
anlama	anlam <n> <dat> <3p>
anlama	anla <v> <D_mA> <n>
anlama	anla <v> <D_mA> <n> <3s>
anlama	anla <v> <D_mA> <n> <3p>
anlama	anla <v> <neg> <t_imp> <2s>
anlama	anla <v> <neg> <t_imp> <3p>
anlama	anla <v> <vn_ma>
anlama	anla <v> <vn_ma> <3s>
anlama	anla <v> <vn_ma> <3p>
anlama	anla <v> <cv_ma>
anlama	an <n> <D_lA> <v> <D_mA> <n>
anlama	an <n> <D_lA> <v> <D_mA> <n> <3s>
anlama	an <n> <D_lA> <v> <D_mA> <n> <3p>
anlama	an <n> <D_lA> <v> <neg> <t_imp> <2s>
anlama	an <n> <D_lA> <v> <neg> <t_imp> <3p>
anlama	an <n> <D_lA> <v> <vn_ma>
anlama	an <n> <D_lA> <v> <vn_ma> <3s>
anlama	an <n> <D_lA> <v> <vn_ma> <3p>
anlama	an <n> <D_lA> <v> <cv_ma>
geliyor,"	gel <v> <t_cont> <3p>
geliyor,"	gel <v> <cv_iyor>
dedi	de <v> <t_past> <3p>
Düşes,	düşes <n> <3s>
Düşes,	düşes <n> <3p>
keskin	keskin <adj> <Djn_0> <n>
keskin	keskin <adj> <Djn_0> <n> <3s>
keskin	keskin <adj> <Djn_0> <n> <3p>
keskin	keski <n> <p2s>
keskin	keski <n> <p2s> <3s>
keskin	keski <n> <p2s> <3p>
küçük	küçük <adj> <Djn_0> <n>
küçük	küçük <adj> <Djn_0> <n> <3s>
küçük	küçük <adj> <Djn_0> <n> <3p>
küçük	küçük <n>
küçük	küçük <n> <3s>
küçük	küçük <n> <3p>
çenesini	çene <n> <p3s> <acc> <3s>
çenesini	çene <n> <p3s> <acc> <3p>
Alice'in	<unk>
omzuna	omuz <n> <p2s> <dat> <3s>
omzuna	omuz <n> <p2s> <dat> <3p>
omzuna	omuz <n> <p3s> <dat>
omzuna	omuz <n> <p3s> <dat> <3s>
omzuna	omuz <n> <p3s> <dat> <3p>
saplayarak	sap <n> <D_lA> <v> <cv_erek>
ekledi,	ekle <v> <t_past> <3p>
ekledi,	ek <adj> <D_lA> <v> <t_past> <3s>
ekledi,	ek <adj> <D_lA> <v> <t_past> <3p>
ekledi,	ek <adj> <Djn_0> <n> <D_lA> <v> <t_past> <3s>
ekledi,	ek <adj> <Djn_0> <n> <D_lA> <v> <t_past> <3p>
ekledi,	ek <n> <D_lA> <v> <t_past> <3s>
ekledi,	ek <n> <D_lA> <v> <t_past> <3p>
"ve	ve <cnjadv>
bunun	bun <n> <p2s> <3s>
bunun	bun <n> <p2s> <3p>
bunun	bun <n> <gen>
bunun	bun <n> <gen> <3s>
bunun	bun <n> <gen> <3p>
bunun	bu <prn> <dem> <p2s>
bunun	bu <prn> <dem> <p2s> <3s>
bunun	bu <prn> <dem> <p2s> <3p>
bunun	bu <prn> <dem> <gen>
bunun	bu <prn> <dem> <gen> <3s>
bunun	bu <prn> <dem> <gen> <3p>
ahlakı	ahlak <n> <p3s> <3s>
ahlakı	ahlak <n> <p3s> <3p>
ahlakı	ahlak <n> <acc>
ahlakı	ahlak <n> <acc> <3s>
ahlakı	ahlak <n> <acc> <3p>
şudur:	şu <prn> <dem> <3p> <dir>
şudur:	şu <prn> <dem> <dir> <3p>
'Duyguya	duygu <n> <dat> <3s>
'Duyguya	duygu <n> <dat> <3p>
dikkat	dikkat <n> <3s>
dikkat	dikkat <n> <3p>
et,	et <n> <3s>
et,	et <n> <3p>
et,	et <v> <t_imp> <2s>
et,	et <v> <t_imp> <3p>
sesler	sesle <v> <t_aor> <3p>
sesler	ses <n> <D_lA> <v> <t_aor> <3s>
sesler	ses <n> <D_lA> <v> <t_aor> <3p>
sesler	ses <n> <3p>
sesler	ses <n> <pl>
sesler	ses <n> <pl> <3s>
sesler	ses <n> <pl> <3p>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
kendine	kendi <n> <p2s> <dat> <3s>
kendine	kendi <n> <p2s> <dat> <3p>
kendine	kendi <prn> <p2s> <dat>
kendine	kendi <prn> <p2s> <dat> <3s>
kendine	kendi <prn> <p2s> <dat> <3p>
halleder."	hallet <v> <t_aor> <3p>
"Bir	bir <adj> <Djn_0> <n>
"Bir	bir <adj> <Djn_0> <n> <3s>
"Bir	bir <adj> <Djn_0> <n> <3p>
"Bir	bir <num>
"Bir	bir <num> <Dmn_0> <n>
"Bir	bir <num> <Dmn_0> <n> <3s>
"Bir	bir <num> <Dmn_0> <n> <3p>
"Bir	bir <det>
şeylerde	şey <n> <pl> <loc> <3s>
şeylerde	şey <n> <pl> <loc> <3p>
ahlak	ahlak <n> <3s>
ahlak	ahlak <n> <3p>
bulmaya	bulma <adj> <Djn_0> <n> <dat> <3s>
bulmaya	bulma <adj> <Djn_0> <n> <dat> <3p>
bulmaya	bul <v> <D_mA> <n> <dat>
bulmaya	bul <v> <D_mA> <n> <dat> <3s>
bulmaya	bul <v> <D_mA> <n> <dat> <3p>
bulmaya	bul <v> <neg> <t_opt> <3s>
bulmaya	bul <v> <neg> <t_opt> <3p>
bulmaya	bul <v> <vn_ma> <dat>
bulmaya	bul <v> <vn_ma> <dat> <3s>
bulmaya	bul <v> <vn_ma> <dat> <3p>
bulmaya	bul <v> <vn_mak> <dat>
bulmaya	bul <v> <vn_mak> <dat> <3s>
bulmaya	bul <v> <vn_mak> <dat> <3p>
bulmaya	bul <v> <vinf> <dat>
ne	ne <prn> <qst> <3s>
ne	ne <prn> <qst> <3p>
ne	ne <cnjcoo>
kadar	<unk>
düşkün!"	düşkün <n> <3s>
düşkün!"	düşkün <n> <3p>
düşkün!"	düşkü <n> <p2s>
düşkün!"	düşkü <n> <p2s> <3s>
düşkün!"	düşkü <n> <p2s> <3p>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
düşündü	düşün <n> <cpl_di> <3p>
düşündü	düşün <n> <3p> <cpl_di>
düşündü	düşün <v> <t_past> <3s>
düşündü	düşün <v> <t_past> <3p>
düşündü	düş <n> <p2s> <cpl_di> <3s>
düşündü	düş <n> <p2s> <cpl_di> <3p>
düşündü	düş <n> <p2s> <3p> <cpl_di>
düşündü	düş <n> <gen> <cpl_di> <3s>
düşündü	düş <n> <gen> <cpl_di> <3p>
düşündü	düş <n> <gen> <3p> <cpl_di>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice	ali <n> <D_CA> <adv>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice	ali <n> <D_CA> <n>
Alice	ali <n> <D_CA> <n> <3s>
Alice	ali <n> <D_CA> <n> <3p>
kendi	kendi <n> <3s>
kendi	kendi <n> <3p>
kendi	kendi <prn>
kendi	kendi <prn> <3s>
kendi	kendi <prn> <3p>
kendine.	kendi <n> <p2s> <dat> <3s>
kendine.	kendi <n> <p2s> <dat> <3p>
kendine.	kendi <prn> <p2s> <dat>
kendine.	kendi <prn> <p2s> <dat> <3s>
kendine.	kendi <prn> <p2s> <dat> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Düşes	düşes <n> <3s>
Düşes	düşes <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
duraklamadan	durakla <v> <D_mA> <n> <abl> <3s>
duraklamadan	durakla <v> <D_mA> <n> <abl> <3p>
duraklamadan	durakla <v> <neg> <cv_dan>
duraklamadan	durakla <v> <vn_ma> <abl>
duraklamadan	durakla <v> <vn_ma> <abl> <3s>
duraklamadan	durakla <v> <vn_ma> <abl> <3p>
duraklamadan	durak <n> <D_lA> <v> <D_mA> <n> <abl>
duraklamadan	durak <n> <D_lA> <v> <D_mA> <n> <abl> <3s>
duraklamadan	durak <n> <D_lA> <v> <D_mA> <n> <abl> <3p>
duraklamadan	durak <n> <D_lA> <v> <neg> <cv_dan>
duraklamadan	durak <n> <D_lA> <v> <vn_ma> <abl>
duraklamadan	durak <n> <D_lA> <v> <vn_ma> <abl> <3s>
duraklamadan	durak <n> <D_lA> <v> <vn_ma> <abl> <3p>
sonra,	sonra <adv> <Dan_0> <n>
sonra,	sonra <adv> <Dan_0> <n> <3s>
sonra,	sonra <adv> <Dan_0> <n> <3p>
sonra,	sonra <n>
sonra,	sonra <n> <3s>
sonra,	sonra <n> <3p>
sonra,	sonra <postp>
sonra,	sonra <cnjadv>
"Sanırım	<unk>
neden	neden <adv> <Dan_0> <n>
neden	neden <adv> <Dan_0> <n> <3s>
neden	neden <adv> <Dan_0> <n> <3p>
neden	neden <n>
neden	neden <n> <3s>
neden	neden <n> <3p>
neden	ne <prn> <qst> <abl>
neden	ne <prn> <qst> <abl> <3s>
neden	ne <prn> <qst> <abl> <3p>
kolumu	kol <n> <p1s> <acc> <3s>
kolumu	kol <n> <p1s> <acc> <3p>
beline	beli <n> <p2s> <dat> <3s>
beline	beli <n> <p2s> <dat> <3p>
beline	bel <n> <p2s> <dat>
beline	bel <n> <p2s> <dat> <3s>
beline	bel <n> <p2s> <dat> <3p>
beline	bel <n> <p3s> <dat>
beline	bel <n> <p3s> <dat> <3s>
beline	bel <n> <p3s> <dat> <3p>
koymadığımı	koy <v> <neg> <vn_dik> <p1s> <acc> <3s>
koymadığımı	koy <v> <neg> <vn_dik> <p1s> <acc> <3p>
koymadığımı	koy <v> <neg> <part_dik> <p1s> <acc>
koymadığımı	koy <v> <neg> <part_dik> <p1s> <acc> <3s>
koymadığımı	koy <v> <neg> <part_dik> <p1s> <acc> <3p>
merak	merak <n> <3s>
merak	merak <n> <3p>
ediyorsun,"	<unk>
dedi	de <v> <t_past> <3p>
Düşes:	düşes <n> <3s>
Düşes:	düşes <n> <3p>
"Sebebi,	sebep <n> <p3s> <3s>
"Sebebi,	sebep <n> <p3s> <3p>
"Sebebi,	sebep <n> <acc>
"Sebebi,	sebep <n> <acc> <3s>
"Sebebi,	sebep <n> <acc> <3p>
flamingonun	flamingo <n> <p2s> <gen> <3s>
flamingonun	flamingo <n> <p2s> <gen> <3p>
flamingonun	flamingo <n> <gen>
flamingonun	flamingo <n> <gen> <3s>
flamingonun	flamingo <n> <gen> <3p>
öfkesinden	öfke <n> <p3s> <abl> <3s>
öfkesinden	öfke <n> <p3s> <abl> <3p>
şüphe	şüphe <n> <3s>
şüphe	şüphe <n> <3p>
duymam.	duy <v> <D_mA> <n> <p1s> <3s>
duymam.	duy <v> <D_mA> <n> <p1s> <3p>
duymam.	duy <v> <neg> <t_aor> <1s>
duymam.	duy <v> <vn_ma> <p1s>
duymam.	duy <v> <vn_ma> <p1s> <3s>
duymam.	duy <v> <vn_ma> <p1s> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Deneyi	deney <n> <p3s> <3s>
Deneyi	deney <n> <p3s> <3p>
Deneyi	deney <n> <acc>
Deneyi	deney <n> <acc> <3s>
Deneyi	deney <n> <acc> <3p>
deneyeyim	dene <v> <t_opt> <1s>
mi?”	<unk>
"İneyebilir,"	<unk>
diye	de <v> <t_opt> <3p>
diye	diye <cnjsub>
temkinli	temkin <n> <D_lI> <adj> <Djn_0> <n>
temkinli	temkin <n> <D_lI> <adj> <Djn_0> <n> <3s>
temkinli	temkin <n> <D_lI> <adj> <Djn_0> <n> <3p>
temkinli	temkin <n> <D_lI> <n>
temkinli	temkin <n> <D_lI> <n> <3s>
temkinli	temkin <n> <D_lI> <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
şekilde	şekil <n> <loc> <3s>
şekilde	şekil <n> <loc> <3p>
cevap	cevap <n> <3s>
cevap	cevap <n> <3p>
verdi	verdi <n> <3s>
verdi	verdi <n> <3p>
verdi	ver <v> <t_past> <3s>
verdi	ver <v> <t_past> <3p>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice,	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice,	ali <n> <D_CA> <adv>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice,	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice,	ali <n> <D_CA> <n>
Alice,	ali <n> <D_CA> <n> <3s>
Alice,	ali <n> <D_CA> <n> <3p>
deneyin	deney <n> <p2s> <3s>
deneyin	deney <n> <p2s> <3p>
deneyin	deney <n> <gen>
deneyin	deney <n> <gen> <3s>
deneyin	deney <n> <gen> <3p>
deneyin	dene <v> <t_imp> <2p>
denenmesi	dene <v> <pass> <vn_ma> <p3s> <3s>
denenmesi	dene <v> <pass> <vn_ma> <p3s> <3p>
denenmesi	dene <v> <pass> <cv_ma> <p3s>
konusunda	konu <n> <p3s> <loc> <3s>
konusunda	konu <n> <p3s> <loc> <3p>
hiç	hiç <adv> <Dan_0> <n>
hiç	hiç <adv> <Dan_0> <n> <3s>
hiç	hiç <adv> <Dan_0> <n> <3p>
hiç	hiç <n>
hiç	hiç <n> <3s>
hiç	hiç <n> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
istekli	istek <n> <D_lI> <adj> <Djn_0> <n>
istekli	istek <n> <D_lI> <adj> <Djn_0> <n> <3s>
istekli	istek <n> <D_lI> <adj> <Djn_0> <n> <3p>
istekli	istek <n> <D_lI> <n>
istekli	istek <n> <D_lI> <n> <3s>
istekli	istek <n> <D_lI> <n> <3p>
değildi.	değil <not> <cpl_di> <3p>
değildi.	değil <not> <3p> <cpl_di>
değildi.	değ <v> <pass> <t_past> <3s>
değildi.	değ <v> <pass> <t_past> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
"Çok	çok <adj> <Djn_0> <n>
"Çok	çok <adj> <Djn_0> <n> <3s>
"Çok	çok <adj> <Djn_0> <n> <3p>
"Çok	çok <adv>
"Çok	çok <adv> <Dan_0> <n>
"Çok	çok <adv> <Dan_0> <n> <3s>
"Çok	çok <adv> <Dan_0> <n> <3p>
"Çok	çok <det>
doğru,"	doğru <adj> <Djn_0> <n>
doğru,"	doğru <adj> <Djn_0> <n> <3s>
doğru,"	doğru <adj> <Djn_0> <n> <3p>
doğru,"	doğru <postp>
dedi	de <v> <t_past> <3p>
Düşes:	düşes <n> <3s>
Düşes:	düşes <n> <3p>
"flamingolar	flamingo <n> <D_lA> <v> <t_aor> <3p>
"flamingolar	flamingo <n> <3p>
"flamingolar	flamingo <n> <pl>
"flamingolar	flamingo <n> <pl> <3s>
"flamingolar	flamingo <n> <pl> <3p>
ve	ve <cnjadv>
hardal	hardal <n> <3s>
hardal	hardal <n> <3p>
her	<unk>
ikisi	iki <num> <Dmn_0> <n> <p3s> <3s>
ikisi	iki <num> <Dmn_0> <n> <p3s> <3p>
de	de <v> <t_imp> <2s>
de	de <v> <t_imp> <3p>
ısırır.	ısır <v> <t_aor> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
Ve	ve <cnjadv>
bunun	bun <n> <p2s> <3s>
bunun	bun <n> <p2s> <3p>
bunun	bun <n> <gen>
bunun	bun <n> <gen> <3s>
bunun	bun <n> <gen> <3p>
bunun	bu <prn> <dem> <p2s>
bunun	bu <prn> <dem> <p2s> <3s>
bunun	bu <prn> <dem> <p2s> <3p>
bunun	bu <prn> <dem> <gen>
bunun	bu <prn> <dem> <gen> <3s>
bunun	bu <prn> <dem> <gen> <3p>
ahlakı	ahlak <n> <p3s> <3s>
ahlakı	ahlak <n> <p3s> <3p>
ahlakı	ahlak <n> <acc>
ahlakı	ahlak <n> <acc> <3s>
ahlakı	ahlak <n> <acc> <3p>
şudur:	şu <prn> <dem> <3p> <dir>
şudur:	şu <prn> <dem> <dir> <3p>
'Kuşlar	kuş <n> <D_lA> <v> <t_aor> <3p>
'Kuşlar	kuş <n> <3p>
'Kuşlar	kuş <n> <pl>
'Kuşlar	kuş <n> <pl> <3s>
'Kuşlar	kuş <n> <pl> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
araya	ara <adj> <Djn_0> <n> <dat> <3s>
araya	ara <adj> <Djn_0> <n> <dat> <3p>
araya	ara <n> <dat>
araya	ara <n> <dat> <3s>
araya	ara <n> <dat> <3p>
araya	ara <v> <t_opt> <3s>
araya	ara <v> <t_opt> <3p>
gelir.'"	gelir <n> <3s>
gelir.'"	gelir <n> <3p>
gelir.'"	gel <v> <t_aor> <3s>
gelir.'"	gel <v> <t_aor> <3p>
"Sadece	sadece <adv> <Dan_0> <n>
"Sadece	sadece <adv> <Dan_0> <n> <3s>
"Sadece	sadece <adv> <Dan_0> <n> <3p>
"Sadece	sadece <n>
"Sadece	sadece <n> <3s>
"Sadece	sadece <n> <3p>
"Sadece	sade <n> <D_CA> <adj>
"Sadece	sade <n> <D_CA> <adj> <Djn_0> <n>
"Sadece	sade <n> <D_CA> <adj> <Djn_0> <n> <3s>
"Sadece	sade <n> <D_CA> <adj> <Djn_0> <n> <3p>
"Sadece	sade <n> <D_CA> <adv>
"Sadece	sade <n> <D_CA> <adv> <Dan_0> <n>
"Sadece	sade <n> <D_CA> <adv> <Dan_0> <n> <3s>
"Sadece	sade <n> <D_CA> <adv> <Dan_0> <n> <3p>
"Sadece	sade <n> <D_CA> <n>
"Sadece	sade <n> <D_CA> <n> <3s>
"Sadece	sade <n> <D_CA> <n> <3p>
hardal	hardal <n> <3s>
hardal	hardal <n> <3p>
bir	bir <adj> <Djn_0> <n>
bir	bir <adj> <Djn_0> <n> <3s>
bir	bir <adj> <Djn_0> <n> <3p>
bir	bir <num>
bir	bir <num> <Dmn_0> <n>
bir	bir <num> <Dmn_0> <n> <3s>
bir	bir <num> <Dmn_0> <n> <3p>
bir	bir <det>
kuş	kuş <n> <3s>
kuş	kuş <n> <3p>
değildir,"	değil <not> <3p> <dir>
değildir,"	değil <not> <dir> <3p>
dedi	de <v> <t_past> <3p>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3s>
Alice.	ali <n> <D_CA> <adj> <Djn_0> <n> <3p>
Alice.	ali <n> <D_CA> <adv>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3s>
Alice.	ali <n> <D_CA> <adv> <Dan_0> <n> <3p>
Alice.	ali <n> <D_CA> <n>
Alice.	ali <n> <D_CA> <n> <3s>
Alice.	ali <n> <D_CA> <n> <3p>
</S> </S>+ESTag
<S> <S>+BSTag
“Doğru,	<unk>
her	<unk>
zamanki	<unk>
gibi,”	<unk>
dedi	de <v> <t_past> <3p>
Düşes,	düşes <n> <3s>
Düşes,	düşes <n> <3p>
“bir	<unk>
